gvkey,conm,tic,cusip,cik,sic,naics,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
062606,ARZAN INTERNATIONAL,ARZN,M15015106,0001004993,5150,422510,C,01,LU,83237,14431,1996-03-13,1998-05-04
062607,SCANVEC AMIABLE LTD,SVAFF,M8239E101,0000919173,7372,511210,C,01,LC,82527,14068,1995-10-19,1999-10-29
062608,AREL COMMUNICATIONS & SFTWR,ARLCF,M14925107,0000920214,7373,541512,P,01,LU,81140,13455,1994-12-02,2006-03-10
062612,QUALMARK CORP,QMRK,747587103,0001006691,3829,334519,P,01,LU,83407,14512,1996-04-08,2002-05-09
062613,WIRELESS XCESSORIES GRP INC,WIRX,97652L100,0001005504,5063,423610,C,01,LC,83359,14515,2005-06-01,2008-04-23
062613,WIRELESS XCESSORIES GRP INC,WIRX,97652L100,0001005504,5063,423610,C,01,LC,83359,14515,1996-04-09,2000-11-30
062614,PARTS SOURCE INC,ACEP,70214E104,0001009241,5531,441310,P,01,LU,83346,14514,1996-04-09,1999-05-28
062617,HOME CENTERS (DIY) LTD,HOMEF,M53070104,0001003433,5200,444130,P,01,LU,82709,14264,1995-12-21,2000-12-29
062618,CONSOLIDATED WATER CO INC,CWCO,G23773107,0000928340,4941,221310,P,01,LU,81610,13733,1995-06-30,E
062626,EVOLUTION PETROLEUM CORP,EPM,30049A107,0001006655,1311,211120,P,01,LU,83411,14518,1996-04-11,E
062631,PREMIER FARNELL PLC,PFP.1,74050U107,0001006603,5065,423690,P,90,LC,83334,31617,1996-04-22,2005-02-07
062632,SIRNA THERAPEUTICS INC,RNAI.1,829669100,0000892112,2836,325414,P,01,LC,83412,14522,1996-04-12,2006-12-29
062633,WORLDTALK COMMUNICATIONS CP,WTLK,98155G101,0001008588,7372,511210,P,01,LU,83430,14523,1996-04-12,2000-01-31
062634,ALTABA INC,AABA,021346101,0001011006,7370,519130,P,01,LC,83435,14521,1996-04-12,2017-06-16
062634,ALTABA INC,AABA,021346101,0001011006,7370,519130,P,01,LC,16752,55964,2017-06-19,2019-10-07
062640,LORAL SPACE & COMMUNICATIONS,LORL,543881106,0001006269,4841,515210,P,07,LC,91024,50000,2005-12-08,2021-11-18
062640,LORAL SPACE & COMMUNICATIONS,LORL,543881106,0001006269,4841,515210,P,01,LC,83342,31623,1996-05-07,2003-07-15
062641,APPLEWOODS INC,APWD,03814C202,0001002522,2844,325611,C,01,LU,83355,14517,1996-04-11,1998-11-06
062642,CAPITAL CROSSING BANK,CAPX.1,140071101,,6020,522110,P,01,LU,83356,14526,1996-04-16,2007-02-28
062643,IMARK TECHNOLOGIES INC,PMCL,71712B105,,7372,511210,C,01,LC,83881,14916,1996-08-16,1998-10-28
062645,SOFTLOCK.COM INC,DIGSQ,83402W109,0000870227,7370,514191,C,01,LC,88644,39174,2000-09-14,2001-04-30
062646,COMMUNITY WEST BANCSHRS -OLD,CWBC.1,204157101,0001051343,6020,522110,P,01,LU,84215,15152,1996-11-19,2024-04-30
062648,TERRA NOVA BERMUDA  -CL A,TNA.2,G87615103,0000935937,6331,524126,P,01,LU,83343,31624,1996-04-17,2000-03-31
062649,ACT TELECONFERENCING INC,ACTT.1,000955104,0000918709,4899,517919,P,01,LU,83347,14421,1996-04-17,2005-11-16
062650,APPLIED GRAPHICS TECHNOL INC,AGD.3,037937208,0001006030,7330,541430,P,01,LU,83349,14529,1996-04-17,2003-10-31
062652,KENTEK INFORMATION SYS INC,KNTK.1,490807104,0001008938,3577,334119,P,01,LU,83389,14530,1996-04-17,1999-10-29
062654,SANDY SPRING BANCORP INC,SASR,800363103,0000824410,6020,522110,P,01,LU,83414,14531,1996-04-17,E
062655,DEAN FOODS CO,DFODQ,242370203,0000931336,2020,311511,P,01,LC,83421,14527,1996-04-17,2021-06-03
062656,WALSH INTERNATIONAL INC,WSHI,933131104,0001005882,7371,541511,P,01,LU,83428,14528,1996-04-17,1998-06-30
062658,CARDIOTHORACIC SYSTEMS INC,CTSI.1,141907105,0001009677,3841,339112,P,01,LU,83368,14540,1996-04-18,1999-11-30
062659,CATSKILL FINANCIAL CORP,CATB.1,149348104,0001005512,6035,522120,P,01,LU,83363,14536,1996-04-18,2000-11-30
062662,HOST FUNDING INC  -CL A,HFDI,441072105,0000945980,7011,721110,P,01,LU,83331,31613,1996-04-17,2001-04-17
062665,INTEGRATED SYS CONSULTING GP,ISCG.,45813K107,0001007020,7370,541519,P,01,LU,83384,14532,1996-05-28,1998-12-31
062666,STREAMLINE HEALTH SOLUTIONS,STRM,86323X205,0001008586,7373,541512,P,01,LC,83391,14535,1996-04-18,E
062667,COLLECTIVE BRANDS INC,PSS,19421W100,0001060232,5661,448210,P,01,LU,83333,31616,1996-05-09,E
062669,TRANSITION SYSTEMS INC/MA,TSIX.,893715102,0001009301,7372,511210,P,01,LU,83423,14538,1996-04-18,1999-01-29
062670,YONKERS FINANCIAL CORP,YFCB,986073104,0001005508,6035,522120,P,01,LU,83434,14534,1996-04-18,2002-05-31
062673,COMPUSERVE CORP,CSRV.,20482G109,0000022896,7370,514191,P,01,LC,83367,14542,1996-04-19,1998-01-30
062676,PLANET HOLLYWOOD INTL INC,PHWDQ,72702Q102,0001008597,5812,722110,P,01,LU,83403,14543,1996-04-30,1999-08-17
062676,PLANET HOLLYWOOD INTL INC,PHWDQ,72702Q102,0001008597,5812,722110,C,00X,LU,83403,14543,1996-04-19,1996-04-29
062679,WIZTEC SOLUTIONS LTD,3WIZTF,M98105105,0001010836,7371,541511,P,01,LU,83426,14539,1996-04-18,1999-11-12
062683,VIRAGEN INTERNATIONAL INC,VRGE,927637306,0000785081,2836,325414,P,01,LC,84346,15204,1996-12-05,1999-03-23
062686,CARBO CERAMICS INC,CRRTQ,140781105,0001009672,3290,327999,P,01,LC,83366,14548,1996-04-23,2019-11-29
062688,INVISION TECHNOLOGIES INC,INVN.1,461851107,0001005969,3844,334517,P,01,LU,83383,14547,1996-04-25,2004-12-31
062689,TRAVELERS COS INC,TRV,89417E109,0000086312,6331,524126,P,05,LC,89495,42932,2002-08-21,2004-04-01
062689,TRAVELERS COS INC,TRV,89417E109,0000086312,6331,524126,N,04,LC,89346,42932,2002-08-21,2004-04-01
062689,TRAVELERS COS INC,TRV,89417E109,0000086312,6331,524126,C,04,LC,89346,42932,2002-08-01,2002-08-20
062689,TRAVELERS COS INC,TRV,89417E109,0000086312,6331,524126,P,04,LC,89346,42932,2002-03-22,2002-07-31
062689,TRAVELERS COS INC,TRV,89417E109,0000086312,6331,524126,P,01,LC,83341,31622,1996-04-23,2000-04-20
062689,TRAVELERS COS INC,TRV,89417E109,0000086312,6331,524126,P,05,LC,59459,4293,2004-04-02,E
062690,AXENT TECHNOLOGIES INC,AXNT.,05459C108,0001007997,7372,511210,P,01,LU,83358,14555,1996-04-24,2000-12-29
062691,OUTDOOR SYSTEMS INC,OSI.1,690057104,0000874534,7310,541850,C,99X,LU,83400,14551,2000-01-01,2000-01-31
062691,OUTDOOR SYSTEMS INC,OSI.1,690057104,0000874534,7310,541850,P,01,LU,83400,14551,1996-04-24,1999-12-31
062693,DME INTERACTIVE HOLDINGS INC,DMEI,23327K103,0001004124,7370,514191,C,01,LU,83393,14553,1996-04-30,1999-02-19
062693,DME INTERACTIVE HOLDINGS INC,DMEI,23327K103,0001004124,7370,514191,C,00X,LU,83393,14553,1996-04-24,1996-04-29
062694,SHELLS SEAFOOD RESTRNTS INC,SHLLQ,822809109,0000935066,5812,722110,P,01,LU,83415,14552,1996-04-24,2000-11-24
062697,AERIAL COMMUNICATIONS INC,AERL.1,007655103,0001008614,4812,513322,P,01,LU,83354,14556,1996-04-25,2000-05-31
062698,MEXICAN RESTAURANTS INC,CASA.1,59283R104,0001009244,5812,722511,P,01,LC,83362,14557,1996-04-25,2010-11-12
062700,MATRIXX INITIATIVES INC,MTXX,57685L105,0001006195,2834,325412,P,01,LU,83377,14558,1996-04-25,2011-02-28
062702,AFFINITY TECHNOLOGY GRP INC,AFFI,00826M103,0001007508,9995,999990,P,01,LU,83348,14559,1996-04-26,2001-02-12
062705,HEARTPORT INC,HPRT.1,421969106,0001009871,3841,339112,P,01,LU,83379,14561,1996-04-26,2001-04-30
062707,MOTORVAC TECHNOLOGIES INC,MVAC,620105106,0000915846,3559,333298,C,01,LU,83395,14563,1996-04-30,2000-08-03
062709,SPECTRALINK CORP,SLNK,847580107,0000894268,3663,334220,P,01,LU,83418,14560,1996-04-26,2007-03-30
062710,BRAZIL FAST FOOD CORP,BOBS,105755201,0000914537,5812,722513,P,01,LU,83483,14589,1996-05-06,2002-03-08
062712,I2 TECHNOLOGIES INC,ITWO.1,465754208,0001009304,7372,511210,C,01,LU,83386,14562,1996-04-26,2010-01-29
062715,FUSE SCIENCE INC -OLD,DROP.1,36199K936,,2834,325412,P,01,LU,86282,16205,1998-07-10,2002-04-01
062716,SPANLINK COMMUNICATIONS INC,SPLK.1,846492106,0001010064,7372,511210,P,01,LU,83419,14565,1996-04-29,2000-04-28
062723,TUCOWS INC,TCX,898697206,0000909494,7370,519130,P,01,LU,83382,14568,1996-04-30,E
062724,JPM CO,JPMX,465933109,0001007581,3679,334419,P,01,LU,83388,14571,1996-04-30,2001-05-23
062728,PHYSIOMETRIX INC,PHYX,718928104,0001010397,3845,334510,P,01,LU,83404,14570,1996-04-30,2005-07-29
062729,GENTIA SOFTWARE PLC,3GNTIE,37245A104,0001010555,7372,511210,C,90,LU,83406,14574,1996-04-30,2001-06-28
062730,POLYCOM INC,PLCM,73172K104,0001010552,3661,334210,P,01,LC,83405,14567,1996-04-30,2016-09-26
062731,RENN FUND INC,RCG,759720105,0000919567,6726,525990,P,01,LC,83410,14569,2007-05-22,E
062731,RENN FUND INC,RCG,759720105,0000919567,6726,525990,P,01,LC,83410,14569,1996-04-30,2004-07-07
062732,SYKES ENTERPRISES INC,SYKE,871237103,0001010612,7374,518210,P,01,LU,83422,14572,1996-04-30,2021-08-31
062733,WESTAFF INC,WSTF,957070105,0000931911,7363,561320,P,01,LU,83429,14573,1996-04-30,2009-03-31
062735,AUTONOMOUS TECHNOLOGIES CORP,ATCI.1,05329H105,0000899381,3845,334510,P,01,LU,83473,14575,1996-05-01,1999-04-30
062736,BIOPSYS MEDICAL INC,BIOP.1,090651100,0001010917,3841,339112,P,01,LU,83482,14576,1996-05-01,1997-08-29
062737,BOLDER TECHNOLOGIES CORP,BOLDQ,097519102,0001011108,3690,335911,P,01,LU,83485,14577,1996-05-01,2001-03-08
062738,SAWTEK INC,SAWS.1,805468105,0001009675,3663,334220,P,01,LU,83553,14578,1996-05-01,2001-07-31
062739,VIE FINANCIAL GROUP INC,VIFI,92660P300,0001003740,6200,523999,C,01,LU,83472,14584,1996-05-31,2001-11-06
062739,VIE FINANCIAL GROUP INC,VIFI,92660P300,0001003740,6200,523999,C,00X,LU,83472,14584,1996-05-02,1996-05-30
062740,CITIZENS FIRST FINANCIAL CP,CFSB.1,174623108,0001006265,6036,522120,P,01,LU,83444,31629,1996-05-01,2005-03-31
062742,GLAS-AIRE INDS GROUP LTD,3GLAR,376796108,0000911441,3714,336399,C,01,LU,83514,14581,1996-05-31,2002-02-27
062742,GLAS-AIRE INDS GROUP LTD,3GLAR,376796108,0000911441,3714,336399,C,00X,LU,83514,14581,1996-05-02,1996-05-30
062745,JAKKS PACIFIC INC,JAKK,47012E403,0001009829,3944,336991,P,01,LC,83520,14582,1996-05-02,E
062746,LASER STORM INC,DVNO,251845103,0001001879,3944,339932,C,01,LU,83522,14546,1996-05-02,1998-01-07
062747,LION BREWERY INC,MALT,536192107,0001008990,2082,312120,P,01,LU,83525,14583,1996-05-02,1999-01-29
062748,WHITEHALL JEWELLERS INC,JWLR,965063100,0000868984,5944,448310,P,01,LU,83526,14580,1996-05-02,2005-10-27
062750,DIGITAL TRANSMISSION SYSTEMS,DTSX,25387N109,0001005179,3661,334210,P,01,LC,84528,14406,1997-02-18,1998-10-14
062752,BROOKS FIBER PROPERTIES INC,BFPT,114399108,0000915509,4813,513310,P,01,LU,83480,14586,1996-05-03,1998-02-27
062753,EDIFY CORP,EDFY.1,280599101,0000879898,7372,511210,P,01,LU,83497,14588,1996-05-03,1999-11-30
062754,NOUVEAU HOLDINGS LTD,NHLI,66979N107,0000927558,4100,485119,C,01,LC,83936,14948,1996-09-11,1998-08-11
062755,BEAR STATE FINANCIAL INC,BSF,073844102,0001006424,6035,522120,P,01,LC,83504,14587,1996-05-03,2018-04-30
062756,PATINA OIL & GAS CORP,POG.3,703224105,0001006264,1311,211111,P,01,LC,83455,31640,1996-05-22,2005-05-31
062759,MARCHFIRST INC,MRCHQ,566244109,0001009403,8742,541611,C,01,LU,83580,14585,1996-05-03,2001-04-12
062761,PARACELSUS HEALTHCARE CORP,3PLHCQ,698891108,0000758722,8062,622110,P,01,LU,83829,27870,1996-08-16,2000-05-16
062766,HUDSON VALLEY HOLDING CORP,HVB,444172100,0000722256,6020,522110,P,01,LC,93043,53222,2009-09-21,2015-07-31
062768,PINNACLE DATA SYSTEMS INC,PNS,723454104,0001004608,3672,334412,P,01,LC,88596,39139,2000-09-07,2012-01-31
062776,CHILDRENS WONDERLAND INC,3CWICE,168761104,0000916933,8351,624410,C,01,LU,83494,14596,1996-05-07,1997-04-28
062781,HARRINGTON FINL GROUP INC,HFGI,413801101,0000934203,6035,522120,P,01,LU,83518,14592,1996-05-07,2002-01-31
062784,MILLENNIUM PHARMACEUTICALS,MLNM,599902103,0001002637,2835,325413,P,01,LC,83531,14594,1996-05-07,2008-05-14
062797,PRIVATE MEDIA GROUP INC,PRVT.1,74266R302,0001068084,2721,511120,P,01,LC,86744,35005,1999-02-01,2011-11-14
062804,ZOMAX INC/MN,ZOMX,989929104,0001010788,3652,334612,P,01,LU,83582,14593,1996-05-07,2006-10-31
062808,BIOMETRICS 2000 CORP,BTOO.,090624107,0001006708,3669,334290,P,01,LU,83481,14598,1996-05-31,1999-03-11
062808,BIOMETRICS 2000 CORP,BTOO.,090624107,0001006708,3669,334290,C,00X,LU,83481,14598,1996-05-08,1996-05-30
062809,BIOTRANSPLANT INC,BTRNQ,09066Y107,0000880259,2836,325414,P,01,LU,83487,14600,1996-05-08,2003-03-10
062811,EN POINTE TECHNOLOGIES INC,ENPT.,29247F108,0001010305,5045,423430,P,01,LU,83499,14599,1996-05-08,2009-08-31
062814,NOVA CORP/GA,NIS.1,669784100,0001009918,7389,522320,P,01,LU,83453,31637,1996-05-08,2001-07-31
062819,374WATER INC,SCWO,88583P104,0000933972,3580,333310,P,01,LC,83577,14456,2022-06-14,E
062819,374WATER INC,SCWO,88583P104,0000933972,3580,333310,P,01,LU,83577,14456,1996-05-31,1998-10-21
062819,374WATER INC,SCWO,88583P104,0000933972,3580,333310,C,00X,LU,83577,14456,1996-05-17,1996-05-30
062820,TOOLEX INTERNATIONAL NV,TLXFQ,N8715N103,0001012370,3559,333298,P,01,LC,83567,14606,1996-05-09,2001-09-04
062821,BONE CARE INTERNATIONAL INC,BCII.1,098072101,0001009405,2834,325412,P,01,LU,83478,14604,1996-05-09,2005-06-30
062822,DIGITAL VIDEO SYSTEMS INC,DVID,25387R506,0001009395,3651,334310,P,01,LU,83496,14601,1996-05-09,2005-07-14
062823,FTI CONSULTING INC,FCN,302941109,0000887936,8721,541219,P,01,LU,83509,14602,1996-05-09,E
062824,MACRONIX INTL CO LTD,MXICY,556103760,0001009680,3674,334413,P,90,LC,83533,14605,1996-05-09,2007-10-26
062826,ONYX PHARMACEUTICALS INC,ONXX,683399109,0001012140,2834,325412,P,01,LU,83541,14603,1996-05-09,2013-10-31
062828,FORASOL-FORAMER NV,FSOLF,N33245106,0001012476,1381,213111,P,01,LU,83507,14611,1996-05-10,1997-03-31
062829,AMERICAN WAGERING INC,3BETM,030405104,0001005214,7990,713290,P,01,LU,83479,14608,1996-05-10,2000-08-03
062830,DESIGNER HOLDINGS LTD,DSH.1,250571106,0001010472,2330,315212,P,01,LU,83446,31631,1996-05-10,1997-12-12
062831,EXCEL COMMUNICATIONS INC,ECI.3,30065K104,0001045538,4813,513330,P,01,LU,83447,31633,1996-05-10,1998-11-30
062832,MAJOR AUTOMOTIVE COMPANIES,MJRC,560775207,0001009779,5500,441110,C,01,LU,86388,16295,1998-10-07,2004-11-05
062833,GENERAL SURGICAL INNOVATIONS,GSII.,371013103,0000890763,3841,339112,P,01,LC,83516,14610,1996-05-10,1999-11-30
062834,OPENVISION TECHNOLOGIES,OPVN.,683716104,0000910338,7372,511210,P,01,LU,83542,14595,1996-05-07,1997-04-30
062836,POLYMER GROUP INC,3POLGA,731745204,0000927417,2200,313230,P,01,LC,83457,31641,1996-05-10,2002-05-13
062838,SIBIA NEUROSCIENCES INC,SIBI,825732100,0001011065,2836,325414,P,01,LU,83555,14609,1996-05-10,1999-11-30
062840,TECHNOLOGY SVC GROUP INC,TSGI,87872Q104,0001005274,3661,334210,P,01,LC,83571,14612,1996-05-10,1997-12-18
062842,VINCAM GROUP INC,VCAM,92719B104,0001008896,8741,561110,P,01,LU,83576,14607,1996-05-10,1999-03-31
062844,GUANGSHEN RAILWAY CO LTD,GSHHY,40065W107,0001012139,4011,482111,P,90,LU,83450,31635,1996-05-13,2021-10-29
062846,LYNX THERAPEUTICS INC,LYNXD,551812506,,2836,325414,P,01,LC,85699,15908,1997-12-30,2005-03-07
062848,TOUCH TONE AMERICA INC,3TONEE,891544108,0000945364,4813,513310,C,01,LU,83569,14614,1996-05-14,1997-12-16
062850,COACH USA INC,CUI.1,18975L106,0001011147,4100,487110,C,99X,LU,83570,14619,1999-07-31,1999-08-31
062850,COACH USA INC,CUI.1,18975L106,0001011147,4100,487110,P,01,LU,83570,14619,1996-05-14,1999-07-30
062852,FIRST FINANCIAL CORP/RI,FTFN.,320221104,0000354948,6020,522110,P,01,LU,83508,14616,1996-05-14,2002-04-30
062854,TVC TELECOM INC,TVCE,873061105,0001007367,4813,517110,C,01,LU,83523,14618,1996-05-31,1999-04-07
062854,TVC TELECOM INC,TVCE,873061105,0001007367,4813,517110,C,00X,LU,83523,14618,1996-05-14,1996-05-30
062855,WEST COAST ENTMT CORP,WCEC,952182103,0001005858,7841,532230,C,01,LU,83578,14617,1996-05-14,1998-10-07
062856,ASAHI/AMERICA INC,ASAM.,04338D106,0000906873,5070,421720,P,01,LU,83470,14622,1996-05-15,1999-12-31
062859,MECHANICAL DYNAMICS,MDII.1,583521109,0001011451,7372,511210,P,01,LU,83528,14621,1996-05-15,2002-05-31
062860,ESSENTIAL THERAPEUTICS INC,ETRXQ,29669A108,0001010915,2834,325412,P,01,LC,83527,14625,1996-05-15,2003-04-11
062863,CONVERSION TECHNOLOGIES INTL,CVTL,212546105,0000923978,3231,327215,C,01,LU,83493,14628,1996-05-16,1998-10-23
062864,FORTRESS GROUP INC,FRTG.,34956K207,,1520,233210,P,01,LU,83506,14626,1996-05-16,2002-07-31
062865,GENTEK INC,GETI,37245X203,0001077552,2810,325181,P,02,LC,90452,35027,2004-11-23,2009-10-30
062865,GENTEK INC,GETI,37245X203,0001077552,2810,325181,P,01,LC,86801,35027,1999-05-03,2002-04-05
062865,GENTEK INC,GETI,37245X203,0001077552,2810,325181,P,01,LC,83449,31634,1996-05-16,1999-04-30
062868,OACIS HEALTHCARE HLDGS CORP,OCIS,671075109,0001011671,7373,541512,P,01,LU,83538,14630,1996-05-16,1999-04-30
062869,SUNSTAR HEALTHCARE INC,SUHI,867939100,0001008993,6324,524114,C,01,LU,83561,14629,1996-05-16,2000-02-01
062870,TRICO MARINE SERVICES INC,TRMAQ,896106200,0000921549,4400,488390,P,04,LC,90960,14627,2005-10-19,2010-09-07
062870,TRICO MARINE SERVICES INC,TRMAQ,896106200,0000921549,4400,488390,P,01,LC,83568,14627,1996-05-16,2004-12-16
062873,ACC CONSUMER FINANCE CORP,ACCI.1,00079H108,0001002760,6159,522220,P,01,LC,83465,14636,1996-05-17,1997-10-21
062874,AKSYS LTD,AKSY,010196103,0000902600,3845,334510,C,01,LU,83466,14632,1996-05-17,2006-12-05
062879,FIELDS AIRCRAFT SPARES INC,FASIQ,316572106,0001002911,5080,421860,C,01,LU,84610,15405,1997-03-26,1999-11-10
062880,GEOSCIENCE CORP,GSCI.,373636109,0001011586,3829,334519,P,01,LC,83515,14635,1996-05-17,1999-12-31
062884,1-800-ATTORNEY INC,ATTY,68231A204,0001010615,2741,511140,C,01,LC,83546,14637,1996-05-17,2003-02-12
062885,SERACARE INC,SRK.1,817473101,0001016608,8090,621991,P,01,LU,85928,34704,1998-03-25,2001-09-28
062889,UROCOR INC,UCOR,91727P105,0000946945,8071,621511,P,01,LU,83574,14638,1996-05-17,2001-11-30
062895,PREMIER FINANCIAL BANCORP,PFBI,74050M105,0000887919,6020,522110,P,01,LU,83547,14633,1996-05-17,2021-09-30
062897,TUPPERWARE BRANDS CORP,TUPBQ,899896104,0001008654,3089,326199,P,01,LU,83462,31647,1996-05-31,E
062898,DAN RIVER INC  -CL A,DVERQ,235774106,0000914384,2211,313210,P,01,LC,85603,32144,1997-11-21,2004-02-02
062901,CRAIG CONSUMER ELCTRNCS INC,3CREGE,224173104,0001009869,3651,334310,P,01,LU,83491,14639,1996-05-21,1997-07-21
062908,MAGICWORKS ENTERTAINMENT INC,MJK,558909107,0000765803,7900,711110,P,01,LU,85066,32003,1997-06-10,1998-09-30
062909,WYNDHAM HOTEL CORP,WYN.1,983100108,0001010471,7011,721110,P,01,LU,83464,31649,1996-05-21,1998-01-30
062911,AVIGEN INC,AVGN,053690103,0000932903,2836,325414,P,01,LU,83475,14645,1996-05-22,2009-12-31
062912,CARDIOGENESIS CORP-OLD,CGCP.,14159K105,0001013465,3845,334510,P,01,LU,83490,14646,1996-05-22,1999-03-31
062913,DIGENE CORP,DIGE,253752109,0001011582,2835,325413,P,01,LC,83495,14644,1996-05-22,2007-07-31
062914,GARDEN BOTANIKA INC,GBOTQ,364854109,0000892335,5990,446120,P,01,LU,83512,14643,1996-05-22,1999-01-29
062915,SAKS HOLDINGS INC,SKS.Z,79377R109,0001010744,5311,452110,P,01,LU,83459,31643,1996-05-22,1998-09-30
062917,AMERICAN STATES FINL CORP,ASX.1,029861101,0001010787,6331,524126,P,01,LU,83439,31625,1996-05-23,1997-10-31
062918,LAMAUR CORP,LMAR,513233106,0001011154,2844,325620,C,01,LU,83498,14652,1996-05-23,1999-02-02
062919,MEDALLION FINANCIAL CORP,MFIN,583928106,0001000209,6159,522220,P,01,LU,83565,14648,1996-05-23,E
062920,MICROLEAGUE MULTIMEDIA INC,MLMIQ,59507T100,0001010395,7372,511210,C,01,LU,83530,14656,1996-05-23,1998-01-09
062921,NEUROCRINE BIOSCIENCES INC,NBIX,64125C109,0000914475,2836,325414,P,01,LU,83534,14659,1996-05-23,E
062922,99 CENTS ONLY STORES,NDN,65440K106,0001011290,5331,452990,P,01,LU,83452,31636,1996-05-23,2012-01-31
062923,NOVT CORP,NVTP,62936A304,0001012131,9995,999990,P,01,LC,83535,14649,1996-05-23,2006-03-31
062924,WEBB INTERACTIVE SVCS INC,WEBB.1,94799Z936,,7370,518111,P,01,LU,83579,14654,1996-05-23,2002-03-06
062925,OPEN MARKET INC,OMKT,68370M100,0000926019,7372,511210,P,01,LU,83539,14651,1996-05-23,2001-10-31
062927,SECURITY FIRST TECH-OLD,SONE.,81499X931,,6035,522120,P,01,LC,83554,14653,1996-05-23,1998-09-30
062928,SUBURBAN LODGES AMER INC,SLAM.1,864444104,0001011449,7011,721110,P,01,LU,83557,14650,1996-05-23,2002-05-31
062929,WESTERN WIRELESS CORP  -CL A,WWCA.,95988E204,0000930738,4812,517212,P,01,LC,83581,14657,1996-05-23,2005-07-29
062932,ASPECT DEVELOPMENT INC,ASDV.1,045234101,0001013334,7372,511210,P,01,LU,83471,14665,1996-05-24,2000-06-30
062933,CERION TECHNOLOGIES INC,CEONZ,156916108,0001011067,3695,334613,C,01,LU,83489,14663,1996-05-24,1998-12-30
062943,OZEMAIL LTD,OZEMY,692674104,0001013742,7370,514191,P,90,LU,83544,14671,1996-05-29,1999-04-30
062944,PHOTRAN CORP,PHTA,719404105,0000894906,3231,327215,C,01,LU,83550,14669,1996-05-29,1999-04-12
062948,EXACTECH INC,EXAC,30064E109,0000913165,3842,339113,P,01,LU,83503,14676,1996-05-30,2018-02-28
062949,IMAGYN MEDICAL INC,IGYN,45245K105,0001012134,3841,339112,P,01,LC,83519,14677,1996-05-30,1997-09-29
062951,N VISION INC,3NVSN.,62944R307,0000940518,3690,335999,P,01,LU,83537,14673,1996-05-30,1998-12-11
062954,UROLOGIX INC,ULGX,917273104,0000882873,3845,334510,C,01,LU,83575,14675,1996-05-30,E
062955,PILLARSTONE CAPITAL REIT,PRLEQ,721491108,0000928953,6512,531120,P,01,LC,83427,14549,1996-04-24,2006-02-10
062956,BOS BETTER ONLINE SOLUTIONS,BOSC,M20115180,0001005516,5065,423690,P,01,LC,83486,14497,1996-05-15,E
062957,AIRNET SYSTEMS INC,ANS,009417106,0001011696,4513,492110,P,01,LC,83467,14680,1996-05-31,2008-06-10
062960,CARDIOGENESIS CORP,CGCP.1,14159W109,0000863680,3845,334510,P,01,LU,83500,14684,1996-05-31,2003-04-02
062962,OPEN PLAN SYSTEMS INC,PLANQ,683709109,0001011738,2522,337214,P,01,LU,83549,14683,1996-05-31,2001-06-07
062965,SS&C TECHNOLOGIES HLDGS INC,SSNC,78467J100,0001402436,7370,518210,P,02,LC,93312,53374,2010-03-31,E
062965,SS&C TECHNOLOGIES HLDGS INC,SSNC,78467J100,0001402436,7370,518210,P,01,LC,83559,14681,1996-05-31,2005-11-23
062966,SUNQUEST INFORMATION SYS INC,SUNQ,867654105,0001011340,7373,541512,P,01,LU,83560,14682,1996-05-31,2001-08-31
062967,SUNRISE SENIOR LIVING INC,SRZ,86768K106,0001011064,8300,623312,P,01,LU,83558,14679,1996-05-31,E
062972,BANK KY FINANCIAL CORP,BKYF,062896105,0000934547,6020,522110,P,01,LC,92851,53105,2008-11-24,2015-06-30
062974,IMAGEMATRIX CORP,IMCX,451921100,0001010136,7373,541512,C,01,LU,83668,14690,1996-06-04,1999-02-02
062975,PARAVANT INC,PVAT,699376109,0000944405,3571,334111,P,01,LU,83685,14685,1996-06-03,2002-11-29
062976,SECURITY BANK CORP,SBKCQ,814047106,0000925464,6020,522110,C,01,LC,85714,15864,1997-12-01,2009-07-24
062977,SALIX PHARMACEUTICALS LTD,SLXP,795435106,0001009356,2834,325412,P,02,LC,88811,40999,2000-11-20,2015-03-31
062979,SOUTHSIDE BANCSHARES INC,SBSI,84470P109,0000705432,6020,522110,C,01,LU,86091,16107,1998-05-26,E
062982,RENAISSANCE WORLDWIDE INC,REGI.1,75968A109,0001012123,7363,561330,P,01,LU,83688,14692,1996-06-05,2001-12-31
062984,TITANIUM METALS CORP,TIE,888339207,0001011657,3350,331491,P,01,LC,83699,14691,1996-06-05,2013-01-07
062987,COMPUTER INTEGRATION CORP,CICC.,205171101,0000820735,5045,421430,P,01,LU,83640,14747,1996-06-21,1998-05-29
062990,AFFYMETRIX INC,AFFX,00826T108,0000913077,3826,334516,P,01,LC,83616,14700,1996-06-06,2016-03-31
